,code,venue,category,name,vLat,vLong
0,BK09,Dellarocco's,Pizza Place,Brooklyn Heights-Cobble Hill,40.69499209990746,-73.99592429396137
1,BK09,Lassen & Hennigs,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.69497028956407,-73.99485733614807
2,BK09,Sushi Gallery,Sushi Restaurant,Brooklyn Heights-Cobble Hill,40.69759512293347,-73.99323607647035
3,BK09,Saketumi Asian Bistro,Asian Restaurant,Brooklyn Heights-Cobble Hill,40.694909513391174,-73.99457785175119
4,BK09,Iron Chef House,Japanese Restaurant,Brooklyn Heights-Cobble Hill,40.697405738767394,-73.99256031665585
5,BK09,Lantern Thai Kitchen,Thai Restaurant,Brooklyn Heights-Cobble Hill,40.69516848345413,-73.99562112798172
6,BK09,River Deli,Italian Restaurant,Brooklyn Heights-Cobble Hill,40.693713210456345,-73.99843526257156
7,BK09,Clark's Restaurant,Diner,Brooklyn Heights-Cobble Hill,40.69753293863099,-73.9930435186682
8,BK09,Five Guys,Burger Joint,Brooklyn Heights-Cobble Hill,40.69464577757514,-73.99381926824576
9,BK09,Le Pain Quotidien,Bakery,Brooklyn Heights-Cobble Hill,40.69510069703266,-73.99454265832895
10,BK09,B.GOOD,Fast Food Restaurant,Brooklyn Heights-Cobble Hill,40.69469669607069,-73.99380026153258
11,BK09,Chipotle Mexican Grill,Mexican Restaurant,Brooklyn Heights-Cobble Hill,40.694349307551605,-73.99183062392524
12,BK09,Heights Falafel,Falafel Restaurant,Brooklyn Heights-Cobble Hill,40.69844634300942,-73.99250785148237
13,BK09,Penny Bridge,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.69743344473067,-73.99264470885065
14,BK09,Ozu Japanese Cuisine & Lounge,Asian Restaurant,Brooklyn Heights-Cobble Hill,40.697513,-73.993369
15,BK09,Bamboo Bites,Food Truck,Brooklyn Heights-Cobble Hill,40.69504747901711,-73.99939610479981
16,BK09,Pinto,Thai Restaurant,Brooklyn Heights-Cobble Hill,40.694758432958814,-73.994280065657
17,BK09,Fascati Pizza,Pizza Place,Brooklyn Heights-Cobble Hill,40.69835547472359,-73.99252179997475
18,BK09,Gregory's Coffee,Café,Brooklyn Heights-Cobble Hill,40.69356,-73.99067
19,BK09,Curry Heights,Indian Restaurant,Brooklyn Heights-Cobble Hill,40.69357223828141,-73.99226545349896
20,BK09,Brooklyn Heights Deli,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.69135540592574,-73.99600854870859
21,BK09,Maison Kayser,Bakery,Brooklyn Heights-Cobble Hill,40.69216629075083,-73.99109172940383
22,BK09,Dos Toros Taquería,Burrito Place,Brooklyn Heights-Cobble Hill,40.691957,-73.991387
23,BK09,Kogane,Ramen Restaurant,Brooklyn Heights-Cobble Hill,40.69852472195026,-73.99245261782887
24,BK09,Nanatori,Sushi Restaurant,Brooklyn Heights-Cobble Hill,40.69452395493607,-73.99267602133101
25,BK09,Montague Street Bagels,Bagel Shop,Brooklyn Heights-Cobble Hill,40.69500736963899,-73.9950757013036
26,BK09,MontyQ's Brick Oven Pizza,Pizza Place,Brooklyn Heights-Cobble Hill,40.69436997583063,-73.99287901277606
27,BK09,Park Plaza Diner,Diner,Brooklyn Heights-Cobble Hill,40.69779079038551,-73.9916819489333
28,BK09,Teresa's Restaurant,Eastern European Restaurant,Brooklyn Heights-Cobble Hill,40.695238876311734,-73.9960558355363
29,BK09,Caffe Buon Gusto,Italian Restaurant,Brooklyn Heights-Cobble Hill,40.69461587788547,-73.99338165894984
30,BK09,Lichee Nut,Chinese Restaurant,Brooklyn Heights-Cobble Hill,40.69437415319338,-73.9927109788208
31,BK09,Heights Cafe,American Restaurant,Brooklyn Heights-Cobble Hill,40.69520082413794,-73.99589275866926
32,BK09,Gallito's Kitchen,Mexican Restaurant,Brooklyn Heights-Cobble Hill,40.6946138064606,-73.99374387205967
33,BK09,honeygrow,Salad Place,Brooklyn Heights-Cobble Hill,40.69259944519508,-73.99140945063183
34,BK09,Antonio's Pizzeria,Pizza Place,Brooklyn Heights-Cobble Hill,40.69289365256406,-73.99058652105266
35,BK09,Ani Sushi,Sushi Restaurant,Brooklyn Heights-Cobble Hill,40.69463435094354,-73.99364238035173
36,BK09,Plymouth Cafe,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.69812636312498,-73.99264919906126
37,BK09,Bevacco,Italian Restaurant,Brooklyn Heights-Cobble Hill,40.69934693656375,-73.99213688652104
38,BK09,Heights Deli & Convenience,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.69518451444006,-73.99578532096776
39,BK09,Dunkin',Donut Shop,Brooklyn Heights-Cobble Hill,40.6922,-73.991345
40,BK09,Court Order,Sandwich Place,Brooklyn Heights-Cobble Hill,40.692261525419504,-73.99104634150255
41,BK09,Dunkin',Donut Shop,Brooklyn Heights-Cobble Hill,40.69474503529761,-73.99128872889801
42,BK09,Happy Days Diner,Diner,Brooklyn Heights-Cobble Hill,40.69453867483069,-73.99334130401633
43,BK09,Subway Sandwiches,Sandwich Place,Brooklyn Heights-Cobble Hill,40.69211,-73.991502
44,BK09,Fortune House,Chinese Restaurant,Brooklyn Heights-Cobble Hill,40.698411434008214,-73.99254201285272
45,BK09,All In One Mart,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.698083927594745,-73.99270434703357
46,BK09,Aketumi,Asian Restaurant,Brooklyn Heights-Cobble Hill,40.69491439918268,-73.9946731330805
47,BK09,Chip Shop,Steakhouse,Brooklyn Heights-Cobble Hill,40.69498284997109,-73.99594140301738
48,BK09,NYC Sliders,Burger Joint,Brooklyn Heights-Cobble Hill,40.69760810861431,-73.9944863319397
49,BK09,Thai Food on Wheels,Food Truck,Brooklyn Heights-Cobble Hill,40.69384621348598,-73.99254976644094
50,BK09,Tazzini,Café,Brooklyn Heights-Cobble Hill,40.697607,-73.993332
51,BK09,Han's Market,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.697618124661616,-73.99326244961915
52,BK09,Sunny Deli,Deli / Bodega,Brooklyn Heights-Cobble Hill,40.69288544684503,-73.99326525751961
53,BK09,Fresh Cafe Bar,Sandwich Place,Brooklyn Heights-Cobble Hill,40.697831,-73.992714
54,BK09,Blossom Poké Bowl,Poke Place,Brooklyn Heights-Cobble Hill,40.69350697137833,-73.9920987901345
55,BK09,Habibi Middle Eastern Cuisine,Middle Eastern Restaurant,Brooklyn Heights-Cobble Hill,40.698507,-73.992504
56,BK09,Subway Sandwiches,Sandwich Place,Brooklyn Heights-Cobble Hill,40.69407139730732,-73.99021977491533
57,BK09,Great Wall Chinese Food,Chinese Restaurant,Brooklyn Heights-Cobble Hill,40.698983696296274,-73.99218529980111
58,BK09,C&H Halal Foods Cart,Food Truck,Brooklyn Heights-Cobble Hill,40.69369057290146,-73.99032881455878
59,BK09,Happy Fin Poke,Poke Place,Brooklyn Heights-Cobble Hill,40.699056,-73.992204
60,BK09,Amy’s Bread,Bakery,Brooklyn Heights-Cobble Hill,40.697393,-73.993593
61,BK09,Ebb & Flow,Bakery,Brooklyn Heights-Cobble Hill,40.69383373704473,-73.99963617324829
62,BK09,Estuary,Restaurant,Brooklyn Heights-Cobble Hill,40.693764,-73.998892
63,BK17,Roll N Roaster,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.584143455001524,-73.93955540497697
64,BK17,Liman Restaurant,Turkish Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58336786775719,-73.94105317526062
65,BK17,Bionic Bagels,Bagel Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.592647864562466,-73.94019897676507
66,BK17,Opera Cafe Lounge,Turkish Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58384173638549,-73.94448064550176
67,BK17,Chopstix,Chinese Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.591398981532976,-73.94031306073916
68,BK17,Mitoushi Sushi,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58569319686678,-73.95178220076188
69,BK17,Randazzo's Clam Bar,Seafood Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58383227286486,-73.94758290677336
70,BK17,Yiasou,Greek Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58387183725412,-73.94825188818548
71,BK17,V & S Pizza,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58340642198233,-73.95088634944352
72,BK17,Hayashi,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59051412017086,-73.94959334915163
73,BK17,Luda's Dumplings,Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5850024,-73.9509499
74,BK17,Anthony's Place,Italian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.592820541375296,-73.94862722323286
75,BK17,My House Burgers & Shakes,Burger Joint,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58663154351072,-73.95255279814349
76,BK17,Coffee Spot Cafe,Café,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.587258106656215,-73.95278350925717
77,BK17,Masakari,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58696065265217,-73.95258878819348
78,BK17,Jimmy's Famous Heroes,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58412644421969,-73.95081094488873
79,BK17,Patrizia’s Of Sheepshead Bay,Italian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.583858,-73.949688
80,BK17,Istanbul Restaurant Fish & Kebab,Turkish Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.583380442983994,-73.95102382811214
81,BK17,Momo Hibachi Steak House & Bar,Japanese Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58354976555866,-73.94910105279351
82,BK17,Masal Cafe & Lounge,Café,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58372205376208,-73.94901529688592
83,BK17,Il Fornetto,Italian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58337792928743,-73.93948662464095
84,BK17,Delmar Pizzeria,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58618428867335,-73.95215181125302
85,BK17,Cats on the Bay,Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.583823962132676,-73.94684939065917
86,BK17,Rocca Cafe & Lounge,Turkish Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58337120337256,-73.94084083874
87,BK17,Soup -N- Burger,Burger Joint,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.583811019704164,-73.94976040320519
88,BK17,Bagel Boy,Bagel Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58797203161639,-73.95311212672821
89,BK17,Anatolian Gyro,Mediterranean Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.587477,-73.9530489
90,BK17,Brennan & Carr,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60029524315701,-73.94219245563342
91,BK17,Dunkin',Donut Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59656315842759,-73.93368240798662
92,BK17,Bassett Caterers,Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.592149284403725,-73.95590269926214
93,BK17,T&D Bakery,Bakery,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59979743710705,-73.94824654289077
94,BK17,Del Mar Pizzeria & Restaurant,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58625973091978,-73.9520695166534
95,BK17,Hot Potato House,Eastern European Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.57717240827993,-73.95253390073776
96,BK17,G & S Pork Store,Deli / Bodega,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60008420178529,-73.94530230198605
97,BK17,Fuel,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.585517047479996,-73.95161573211885
98,BK17,Kouros Bay Diner,Diner,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58976071228596,-73.93971282705247
99,BK17,Ginza Sushi Inc,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.592877888978116,-73.95005510859315
100,BK17,Zee Bagels,Bagel Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60036342808386,-73.9436358669437
101,BK17,Gerritsen Beach Bagels,Bagel Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59305539598851,-73.92559432081805
102,BK17,Perry's Restaurant,Diner,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59899542432686,-73.9418670176015
103,BK17,Phở Hoài Restaurant,Vietnamese Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.599216638985304,-73.95242240802057
104,BK17,Next Door,Italian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58382657299344,-73.94810805126069
105,BK17,Jordan's Lobster Dock,Seafood Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5866550290315,-73.9291793661188
106,BK17,Chinar,Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58882530573664,-73.9602757369157
107,BK17,Tenda Asian Fusion,Japanese Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58519049356336,-73.95149450440603
108,BK17,Sushi Bistro,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.599081521877366,-73.95257152868248
109,BK17,Cipura Restaurant,Seafood Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.583832,-73.949524
110,BK17,Jay & Lloyd's Old Time Brooklyn Delicatessen,Deli / Bodega,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.6001031640922,-73.94415585465612
111,BK17,Chikurin Sushi,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58823791490039,-73.95226776733446
112,BK17,Knapp Street Bagels,Deli / Bodega,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58645907030092,-73.9313031735248
113,BK17,Kawaii Sushi,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.600095722957576,-73.94440105719987
114,BK17,Knapp St Pizza,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.599941725917574,-73.93383251054117
115,BK17,Subway Restaurant,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.589985,-73.939343
116,BK17,Osaka Sushi Express,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58767239611897,-73.95540794855597
117,BK17,Safir Bakery,Bakery,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60022891508354,-73.94389002747907
118,BK17,Omiya Sushi,Japanese Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.599785490416004,-73.94786317239898
119,BK17,Maria's Ristorante Italiano,Italian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.584204552064534,-73.93682511145633
120,BK17,Signature Restaurant,Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58381720964565,-73.94777570401114
121,BK17,Vito's Bakery & Grocery,Bakery,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5992758527919,-73.952040456163
122,BK17,Originals Pizza,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60053574232715,-73.94252851343947
123,BK17,WOW Cafe and Grill,Seafood Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5822032,-73.9564934
124,BK17,Coney Island Bagels,Bagel Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.587575977259945,-73.9603254106202
125,BK17,Clemente's Maryland Crab House,Seafood Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.585034,-73.926276
126,BK17,N&D Pizzeria,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60035070832179,-73.94301791527467
127,BK17,Connie's Pizzeria,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59017383063587,-73.93951688663121
128,BK17,Anyway Cafe,New American Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59500036025735,-73.9546752528955
129,BK17,Applebee's Grill + Bar,American Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58388785,-73.94323487
130,BK17,Tsob Tsobe,Middle Eastern Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5878395,-73.9600644
131,BK17,Papa Leone Pizza,Italian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.577052144980925,-73.95269650783393
132,BK17,Pizza D'Amore,Italian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60085655690857,-73.93902579671524
133,BK17,SUBWAY,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58731693054549,-73.95384341569533
134,BK17,Dunkin',Donut Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59361539203872,-73.9402210092286
135,BK17,Trio Pizzeria,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59929883000242,-73.95234699764336
136,BK17,Cafe Rokhat,Asian Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58402821254905,-73.95089457037767
137,BK17,Papa John's Pizza,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59783114986055,-73.94169169068044
138,BK17,SUBWAY,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58620358937367,-73.931103820204
139,BK17,Chillax Manhattan Beach Cafe,Café,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.578697,-73.938004
140,BK17,Subways,Sandwich Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59924005742175,-73.95285228059605
141,BK17,Knapp Street Bagel Cafe,Bagel Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60011746977999,-73.93386992685228
142,BK17,Domino's Pizza,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59848444146692,-73.94174203276634
143,BK17,Dunkin',Donut Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5952313564516,-73.95518041357211
144,BK17,Spiros Restaurant,Diner,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59958015109751,-73.95022537593206
145,BK17,Victoria's Pizzeria,Pizza Place,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59291248688142,-73.92547297694043
146,BK17,TGI Fridays,American Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.586897538267166,-73.9289344923327
147,BK17,Popeyes Louisiana Kitchen,Fried Chicken Joint,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5998175021509,-73.94186834023252
148,BK17,Sushi MiKasa,Sushi Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59412047248599,-73.95878145550043
149,BK17,Golden Sands Cafe Inc.,Café,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59930163198246,-73.95173737261551
150,BK17,Dunkin',Donut Shop,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58627222039062,-73.93099277422237
151,BK17,McDonald's,Fast Food Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59318625933631,-73.9459503134295
152,BK17,Osaka Japanese restaurant,Japanese Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.60033748322529,-73.94351613558916
153,BK17,Fil's Seafood Grill,Seafood Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58426359393941,-73.93573522567749
154,BK17,Sur La Baie,Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.584138,-73.935818
155,BK17,New Star Chinese Restaurant,Chinese Restaurant,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.592964514551845,-73.946737508686
156,BK19,Tone Cafe,Bakery,Brighton Beach,40.58126764708763,-73.96320055494142
157,BK19,Tacos El Rey,Taco Place,Brighton Beach,40.57874555670518,-73.95977893543797
158,BK19,Pak Nasheman,Indian Restaurant,Brighton Beach,40.57934718933937,-73.95980103811304
159,BK19,Wise Espresso Bar,Café,Brighton Beach,40.57992748225466,-73.95984671349534
160,BK19,Cafe Euroasia,Eastern European Restaurant,Brighton Beach,40.57745178007406,-73.9614209929464
161,BK19,Beyti Turkish Kebab,Mediterranean Restaurant,Brighton Beach,40.57725621107341,-73.96273041029376
162,BK19,Cafe Kashkar,Asian Restaurant,Brighton Beach,40.57761586673997,-73.95559128891465
163,BK19,Cafe At Your Mother-in-Law,Korean Restaurant,Brighton Beach,40.57757524231774,-73.96344895612154
164,BK19,Ocean View Cafe,Diner,Brighton Beach,40.57698137121013,-73.96421936506339
165,BK19,Sammys Halal Food,Food Truck,Brighton Beach,40.57881766737289,-73.95702293673945
166,BK19,Dunkin',Donut Shop,Brighton Beach,40.57812333890426,-73.96026047362807
167,BK19,WOW Cafe and Grill,Seafood Restaurant,Brighton Beach,40.5822032,-73.9564934
168,BK19,Sachiko Sushi,Sushi Restaurant,Brighton Beach,40.57637953033672,-73.9657966583925
169,BK19,Wendy's,Fast Food Restaurant,Brighton Beach,40.57788310107806,-73.96083749519804
170,BK19,The National,Restaurant,Brighton Beach,40.57699238667643,-73.96487048242537
171,BK19,Popeyes Louisiana Kitchen,Fast Food Restaurant,Brighton Beach,40.57799915412583,-73.96031417008719
172,BK19,La Brioche,Bakery,Brighton Beach,40.57818335502451,-73.95759224533593
173,BK19,Домашняя кухня,Eastern European Restaurant,Brighton Beach,40.577325505088474,-73.96214748992054
174,BK19,Dunkin',Donut Shop,Brighton Beach,40.582570000000004,-73.95967999999999
175,BK19,Caffeine,Café,Brighton Beach,40.57795482683966,-73.95866614352386
176,BK19,R&M Grocery Corp,Deli / Bodega,Brighton Beach,40.581225,-73.95993228
177,BK19,Gyro Express,Middle Eastern Restaurant,Brighton Beach,40.57916681656414,-73.95987510681152
178,BK19,Bayan Ko,Deli / Bodega,Brighton Beach,40.581086,-73.964246
179,BK19,Peraltas Deli & Grill,Deli / Bodega,Brighton Beach,40.58258589696892,-73.95827865613683
180,BK19,Royal Pizza,Pizza Place,Brighton Beach,40.577955037048284,-73.96031368367468
181,BK19,Bistro Cafe,Food,Brighton Beach,40.578317,-73.958422
182,BK19,Luigi's Pizza,Pizza Place,Brighton Beach,40.57820698281625,-73.95814300961334
183,BK19,chikurin sushi,Sushi Restaurant,Brighton Beach,40.57817226397369,-73.95666182041168
184,BK19,The Waffle Boy,Food Truck,Brighton Beach,40.585080676446644,-73.96323917017544
185,BK19,Rocco's Bakery & Deli,Bakery,Brighton Beach,40.58490170670415,-73.95860714820746
186,BK19,National Restaurant & Catering,Restaurant,Brighton Beach,40.57696400000826,-73.96487498778541
187,BK19,Atlantic Bagel Company,Bagel Shop,Brighton Beach,40.58303387005339,-73.95531243295073
188,BK19,Shinjuku,Sushi Restaurant,Brighton Beach,40.577791535860115,-73.95604140789462
189,BK19,Lotus Cafe and Grill,Breakfast Spot,Brighton Beach,40.583078,-73.954272
190,BK21,Totonno's Pizzeria Napolitano,Pizza Place,Seagate-Coney Island,40.579036921346734,-73.98397048627801
191,BK21,Gargiulo's Restaurant,Italian Restaurant,Seagate-Coney Island,40.5766119224701,-73.98217469192599
192,BK21,Nathan's Famous,Hot Dog Joint,Seagate-Coney Island,40.57546706646261,-73.98147694724416
193,BK21,Grimaldi's Coal Brick-Oven Pizza,Pizza Place,Seagate-Coney Island,40.57579129496067,-73.98002903515301
194,BK21,Plaza Mexico Dona Zita,Mexican Restaurant,Seagate-Coney Island,40.57480472085735,-73.98058386922736
195,BK21,La Casa Bella,Italian Restaurant,Seagate-Coney Island,40.59057045120435,-73.99166555672711
196,BK21,Cropsey Bagels And Deli,Bagel Shop,Seagate-Coney Island,40.58608077117313,-73.98795835613261
197,BK21,Footprints Cafe,Caribbean Restaurant,Seagate-Coney Island,40.57559180433582,-73.98327133123327
198,BK21,Bread Plus Bakery,Bakery,Seagate-Coney Island,40.58579776021772,-73.98354093717562
199,BK21,Chipotle Mexican Grill,Mexican Restaurant,Seagate-Coney Island,40.583302456298604,-73.9867754624425
200,BK21,IHOP,Breakfast Spot,Seagate-Coney Island,40.575722,-73.97898
201,BK21,Cropsey Restaurant & Pizzeria,Pizza Place,Seagate-Coney Island,40.58693136604643,-73.98999372466072
202,BK21,Pete's Clam Stop,Hot Dog Joint,Seagate-Coney Island,40.575342093269256,-73.98209786902665
203,BK21,Nathan's Famous,Hot Dog Joint,Seagate-Coney Island,40.57323956800236,-73.97988496867211
204,BK21,Golden Krust Caribbean Bakery and Grill,Caribbean Restaurant,Seagate-Coney Island,40.57673386749078,-73.98467588824637
205,BK21,Coney Shack,Food Truck,Seagate-Coney Island,40.57403474507673,-73.97107948907716
206,BK21,Orange Grill Brooklyn,BBQ Joint,Seagate-Coney Island,40.591168641816445,-73.99205317040891
207,BK21,Place to Beach,Mexican Restaurant,Seagate-Coney Island,40.573189343365975,-73.98110974531059
208,BK21,Parkview Diner,Diner,Seagate-Coney Island,40.5834206120946,-73.98628844949978
209,BK21,Hana Sushi,Sushi Restaurant,Seagate-Coney Island,40.57949324706843,-73.97408615611155
210,BK21,SUBWAY,Sandwich Place,Seagate-Coney Island,40.58760610793785,-73.98363096716699
211,BK21,Pizza On The Run,Pizza Place,Seagate-Coney Island,40.57664211269336,-73.98155117824963
212,BK21,Popeyes Louisiana Kitchen,Fried Chicken Joint,Seagate-Coney Island,40.57561391711478,-73.99732679128645
213,BK21,SUBWAY,Sandwich Place,Seagate-Coney Island,40.57645956920329,-73.98136117301424
214,BK21,John's Deli,Deli / Bodega,Seagate-Coney Island,40.58806342112747,-73.98375029734292
215,BK21,Surf City Pizzeria,Pizza Place,Seagate-Coney Island,40.575589660666814,-73.97781149826675
216,BK21,Papa John's Pizza,Pizza Place,Seagate-Coney Island,40.57897298061901,-73.98234240657666
217,BK21,Popeyes Louisiana Kitchen,Fast Food Restaurant,Seagate-Coney Island,40.57559379510086,-73.98039969645409
218,BK21,The Cyclone Cafè,American Restaurant,Seagate-Coney Island,40.57529426915087,-73.97825373253355
219,BK21,Checkers,Fast Food Restaurant,Seagate-Coney Island,40.5757562,-73.9808808
220,BK21,Carl's Jr.,Fast Food Restaurant,Seagate-Coney Island,40.5757890821873,-73.97979848891401
221,BK21,Domino's Pizza,Pizza Place,Seagate-Coney Island,40.57890198538393,-73.98014187812805
222,BK21,Dunkin',Donut Shop,Seagate-Coney Island,40.57565063063267,-73.99720911333515
223,BK21,Feltman's of Coney Island,Hot Dog Joint,Seagate-Coney Island,40.5752972989156,-73.97820246153387
224,BK21,Vis à Vis,Restaurant,Seagate-Coney Island,40.57547078390959,-73.96910308656875
225,BK21,Tom's Restaurant,American Restaurant,Seagate-Coney Island,40.573236548612364,-73.98064945282235
226,BK21,Kitchen 21,Food Court,Seagate-Coney Island,40.572648186003974,-73.9875237945556
227,BK21,Applebee's Grill + Bar,American Restaurant,Seagate-Coney Island,40.5758648,-73.9803074
228,BK21,Saba Deli And Grocery,Deli / Bodega,Seagate-Coney Island,40.57416220227463,-73.99104787948949
229,BK21,Not Rays,Pizza Place,Seagate-Coney Island,40.575482083823,-73.99416811828121
230,BK21,Express Deli,Deli / Bodega,Seagate-Coney Island,40.57420468483731,-73.98984674408754
231,BK21,Crown Fried Chicken,Burger Joint,Seagate-Coney Island,40.57565946765904,-73.99437471540534
232,BK21,Panda Restaurant,Chinese Restaurant,Seagate-Coney Island,40.57544922503473,-73.99453540190352
