,code,landmark,category,name,vLat,vLong
0,BK09,Pier 4 Beach,Beach,Brooklyn Heights-Cobble Hill,40.696595394129254,-73.99908363819122
1,BK09,Brooklyn War Memorial,Monument / Landmark,Brooklyn Heights-Cobble Hill,40.69865700433354,-73.99077645034042
2,BK09,Brooklyn Historical Society,History Museum,Brooklyn Heights-Cobble Hill,40.69494199303208,-73.9923327785124
3,BK09,The Heights Players Theatre,Indie Theater,Brooklyn Heights-Cobble Hill,40.693004781613084,-73.99829256821472
4,BK09,Truman Capote House,Historic Site,Brooklyn Heights-Cobble Hill,40.698906,-73.99495
5,BK09,Studio 24,Art Gallery,Brooklyn Heights-Cobble Hill,40.69639,-73.992279
6,BK09,Asia Art Archive in America,Art Gallery,Brooklyn Heights-Cobble Hill,40.694793,-73.996798
7,BK09,Hotel Bossert,Historic Site,Brooklyn Heights-Cobble Hill,40.69480803305403,-73.99510928115475
8,BK09,Fort Brooklyn,Monument / Landmark,Brooklyn Heights-Cobble Hill,40.695297,-73.994175
9,BK09,Brooklyn Information and Culture,Art Gallery,Brooklyn Heights-Cobble Hill,40.695284,-73.991738
10,BK09,Eyebeam,Art Gallery,Brooklyn Heights-Cobble Hill,40.69418,-73.99329
11,BK09,Temple Bar Building,Monument / Landmark,Brooklyn Heights-Cobble Hill,40.692638,-73.991173
12,BK09,Red Carpapocalypse,Performing Arts Venue,Brooklyn Heights-Cobble Hill,40.69876120977238,-73.99284818695624
13,BK09,Norman Mailer's Writing Studio,Historic Site,Brooklyn Heights-Cobble Hill,40.695478448064996,-73.99777205839798
14,BK09,Kaufman Auditorium,Theater,Brooklyn Heights-Cobble Hill,40.69277,-73.997648
15,BK09,Granite Terrace,Public Art,Brooklyn Heights-Cobble Hill,40.695896,-73.998752
16,BK09,75 hicks st brooklyn,Historic Site,Brooklyn Heights-Cobble Hill,40.69969,-73.993199
17,BK09,Kongsuadiputra's Gallery,Art Gallery,Brooklyn Heights-Cobble Hill,40.69283360220467,-73.99257846074144
18,BK09,brooklynwalks.com,Historic Site,Brooklyn Heights-Cobble Hill,40.69290638027384,-73.99053812026978
19,BK09,13 Designs,Art Gallery,Brooklyn Heights-Cobble Hill,40.697005,-73.994029
20,BK09,Hotel Margaret Site,Historic Site,Brooklyn Heights-Cobble Hill,40.699672732873154,-73.99570037498744
21,BK09,Charles Saaf Photography,Art Gallery,Brooklyn Heights-Cobble Hill,40.69822,-73.995941
22,BK09,Heights Chabad,Art Gallery,Brooklyn Heights-Cobble Hill,40.694508909731866,-73.99617075920105
23,BK09,S.E.M Ensemble,Indie Theater,Brooklyn Heights-Cobble Hill,40.692834361088316,-73.99825410894341
24,BK09,En Foco,Art Gallery,Brooklyn Heights-Cobble Hill,40.695381,-73.991815
25,BK09,Collective Consciousness NYC,Art Gallery,Brooklyn Heights-Cobble Hill,40.69234,-73.991016
26,BK09,Henry Gregg Gallery,Art Gallery,Brooklyn Heights-Cobble Hill,40.693217,-73.989858
27,BK09,Batcave On Oaa,Monument / Landmark,Brooklyn Heights-Cobble Hill,40.692017320000005,-73.99157605
28,BK09,Brooklyn Heights Association Landmark House & Garden Tour,Historic Site,Brooklyn Heights-Cobble Hill,40.696636,-73.996968
29,BK09,Brooklyn Symphony Orchestra,Performing Arts Venue,Brooklyn Heights-Cobble Hill,40.69446823687208,-73.99270534515381
30,BK09,J Francis and Co,Art Gallery,Brooklyn Heights-Cobble Hill,40.69227,-73.998352
31,BK09,Yungling Piano Studio,Performing Arts Venue,Brooklyn Heights-Cobble Hill,40.69469,-73.993976
32,BK09,Home Alone Gallery,Art Gallery,Brooklyn Heights-Cobble Hill,40.6935191465593,-73.98983526620442
33,BK09,110 Columbia Heights Site,Historic Site,Brooklyn Heights-Cobble Hill,40.69953198574533,-73.99576350140552
34,BK17,Manhattan Beach,Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.577369807675716,-73.94553127479593
35,BK17,Ocean Ave Bridge,Bridge,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58275212013328,-73.94946813583374
36,BK17,Kingsborough Private Beach,Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.576171039395014,-73.93591609806407
37,BK17,Kiddie Beach,Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.586573963991576,-73.92539037162717
38,BK17,The Beach,Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.584178700683566,-73.94777570401114
39,BK17,The Beach,Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.582509127291225,-73.95784948347529
40,BK17,Kingsborough Performing Arts Center (@Kingsborough Community College),Performing Arts Venue,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.57776756452589,-73.9348465871063
41,BK17,Dream Land,Historic Site,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59159469604492,-73.95874786376953
42,BK17,Emmons  blue bridge,Bridge,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58274746120265,-73.953699494359
43,BK17,Emmons Creek,Bridge,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.58350040025037,-73.95243668606233
44,BK17,kingsborough culiany arts,Theater,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.577094,-73.933689
45,BK17,Babi Yar Triangle,Historic Site,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.57937053214318,-73.95461797714233
46,BK17,Sofya Palma Vocal Studio,Performing Arts Venue,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.588748925631876,-73.96045446395874
47,BK17,Covenant Dance Studio,Art Gallery,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.5872,-73.952797
48,BK17,@Кейтс,Historic Site,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.591395749835094,-73.95839477278707
49,BK17,Jacobsons Art  Frame Gallery,Art Gallery,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.600126,-73.94505
50,BK17,MAC Playhouse,Theater,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.577533,-73.934423
51,BK17,TSMLXL.com,Art Gallery,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.583813,-73.958374
52,BK17,The Point at Gerritsen,Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.594312375410404,-73.92704245333412
53,BK17,The backroom sweatbox,Beach,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.595311608343856,-73.93224211350169
54,BK17,Kingsborough Art Gallery,Art Gallery,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.577721,-73.932696
55,BK17,The Laundry,Monument / Landmark,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,40.59034,-73.95836
56,BK19,Coney Island Avenue Bridge,Bridge,Brighton Beach,40.58457394855713,-73.9602544847475
57,BK19,Master Theater,Theater,Brighton Beach,40.57873163592591,-73.95832760380489
58,BK19,The Beach,Beach,Brighton Beach,40.582509127291225,-73.95784948347529
59,BK19,Pain City,Beach,Brighton Beach,40.578060449727005,-73.95959440385023
60,BK19,Babi Yar Triangle,Historic Site,Brighton Beach,40.57937053214318,-73.95461797714233
61,BK19,Millennium Theatre,Theater,Brighton Beach,40.57883474240144,-73.95831464871524
62,BK19,TSMLXL.com,Art Gallery,Brighton Beach,40.583813,-73.958374
63,BK21,Coney Island Beach & Boardwalk,Beach,Seagate-Coney Island,40.5726048,-73.978786
64,BK21,Ocean Parkway Beach,Beach,Seagate-Coney Island,40.57471289946765,-73.9698053154773
65,BK21,Parachute Jump,Monument / Landmark,Seagate-Coney Island,40.57282664444535,-73.98388963048936
66,BK21,Riegelmann Boardwalk,Beach,Seagate-Coney Island,40.5733576,-73.9782364
67,BK21,Coney Island W. 23,Beach,Seagate-Coney Island,40.57153847747886,-73.98793566708896
68,BK21,Riegalmann Boardwalk,Beach,Seagate-Coney Island,40.571653352691264,-73.99909973144531
69,BK21,Coney Island West 2nd,Beach,Seagate-Coney Island,40.574220531971356,-73.97188301764304
70,BK21,Coney Island USA - Museum & Freak Show,Museum,Seagate-Coney Island,40.575421772857666,-73.97969840957181
71,BK21,Coney Island Bay,Beach,Seagate-Coney Island,40.58187453528862,-74.00704189852549
72,BK21,Coney Art Walls,Street Art,Seagate-Coney Island,40.57457503338854,-73.98171081206567
73,BK21,Coney Island W. 29,Beach,Seagate-Coney Island,40.57170199602517,-73.99442636465159
74,BK21,Sea Gate Beach & Cabana Club,Beach,Seagate-Coney Island,40.572979038624844,-74.00208751533592
75,BK21,Ocean parkway reigelmans boardwalk,Beach,Seagate-Coney Island,40.57475605098404,-73.96858278964022
76,BK21,Coney Island History Project,History Museum,Seagate-Coney Island,40.57386424071725,-73.97958149005447
77,BK21,The Block Institute,Theater,Seagate-Coney Island,40.58784328350676,-73.99366095007386
78,BK21,Flix On The Beach,Beach,Seagate-Coney Island,40.57319726425606,-73.97813613224007
79,BK21,Serenity Beach,Beach,Seagate-Coney Island,40.57077475495709,-73.99029751128943
80,BK21,Coney Island - West 31st,Beach,Seagate-Coney Island,40.57271147642319,-73.99631442199002
81,BK21,West 33rd St Beach,Beach,Seagate-Coney Island,40.57079320467411,-73.99957974168905
82,BK21,Sea Gate Beach,Beach,Seagate-Coney Island,40.5759262387988,-74.00452639412525
83,BK21,Seaside Park,Park,Seagate-Coney Island,40.572296,-73.989176
84,BK21,Atlantic Ocean,Surf Spot,Seagate-Coney Island,40.567676253768305,-74.0035629272461
85,BK21,Polar Bear Walk,Monument / Landmark,Seagate-Coney Island,40.573335,-73.978113
86,BK21,Unreachable By Conventiomal Means,Indie Theater,Seagate-Coney Island,40.58070942360548,-74.003206534168
87,BK21,Sideshows By The Seashore,Performing Arts Venue,Seagate-Coney Island,40.575412795041586,-73.97967545283201
88,BK23,Ocean Parkway Beach,Beach,West Brighton,40.57471289946765,-73.9698053154773
89,BK23,Coney Island West 2nd,Beach,West Brighton,40.574220531971356,-73.97188301764304
90,BK23,Bay 7,Beach,West Brighton,40.57648234591399,-73.9690706529938
91,BK25,art station,Art Gallery,Homecrest,40.60074617228265,-73.95865880705819
92,BK26,The Block Institute,Theater,Gravesend,40.58784328350676,-73.99366095007386
93,BK26,NYCTA SUBSTATION AVE T,Monument / Landmark,Gravesend,40.597874974373276,-73.97895392436462
94,BK26,Genesis Repertory @ Block Institute,Theater,Gravesend,40.587752,-73.993534
95,BK26,Beach Bar,Beach,Gravesend,40.58574644869437,-73.98342476125055
96,BK26,Covenant Ballet Theatre,Theater,Gravesend,40.597064,-73.97478
97,BK26,Old galery,Art Gallery,Gravesend,40.59707427297952,-73.97462072907591
98,BK26,Major Meats mural,Historic Site,Gravesend,40.582291109257675,-73.980945439648
99,BK26,ConeyIsland Boardwalk (South),Beach,Gravesend,40.58793912563484,-73.98370597857881
100,BK27,Waterwalk along Bath Beach,Beach,Bath Beach,40.597456757800195,-74.00441736256064
101,BK27,Belt Parkway Overpass,Bridge,Bath Beach,40.599545869943164,-74.00810144732247
102,BK27,Bensonhurst Beach,Beach,Bath Beach,40.602118094727906,-73.99919412895582
103,BK27,Uni-Alan Studios,Performing Arts Venue,Bath Beach,40.60737228393555,-74.001708984375
104,BK28,Top Hair Salon,Art Gallery,Bensonhurst West,40.60247162086426,-73.98995578394299
105,BK28,Bensonhurst Beach,Beach,Bensonhurst West,40.602118094727906,-73.99919412895582
106,BK28,Cristoforo Colombo Blvd.,Historic Site,Bensonhurst West,40.61769259542923,-73.98916954780853
107,BK28,FierroWorks Fine Art Printing Retouching Design,Public Art,Bensonhurst West,40.61142763042633,-74.0018892288208
108,BK28,Visualhh,Art Gallery,Bensonhurst West,40.615161,-73.998504
109,BK28,Michael Angelo's Tattoo's,Public Art,Bensonhurst West,40.62250653743025,-73.99473625983687
110,BK28,Uni-Alan Studios,Performing Arts Venue,Bensonhurst West,40.60737228393555,-74.001708984375
111,BK29,Top Hair Salon,Art Gallery,Bensonhurst East,40.60247162086426,-73.98995578394299
112,BK29,TW Painting With Friends,Art Gallery,Bensonhurst East,40.60047,-73.98448
113,BK29,NYCTA SUBSTATION AVE T,Monument / Landmark,Bensonhurst East,40.597874974373276,-73.97895392436462
114,BK29,Renaissance Children - Art Studio,Art Gallery,Bensonhurst East,40.6037967,-73.98284131
115,BK29,Covenant Ballet Theatre,Theater,Bensonhurst East,40.597064,-73.97478
116,BK29,Old galery,Art Gallery,Bensonhurst East,40.59707427297952,-73.97462072907591
117,BK29,Bay 9 Coney Island,Beach,Bensonhurst East,40.602990441789025,-73.97783476407119
118,BK29,Art Gallery,Art Gallery,Bensonhurst East,40.600648,-73.973854
119,BK30,Bridge to the Ridge,Bridge,Dyker Heights,40.62625118288244,-74.01728265803474
120,BK30,84th St. Pedestrian Bridge,Bridge,Dyker Heights,40.621093722200655,-74.02228875987991
121,BK30,Pinot's Palette Brooklyn - Dyker Heights,Art Gallery,Dyker Heights,40.619982,-74.008074
122,BK30,SaRa Studios,Performing Arts Venue,Dyker Heights,40.62215624319057,-74.01608912559509
123,BK30,Beach Lbi,Surf Spot,Dyker Heights,40.623702,-74.004965
124,BK30,Johnny Vangoh Land,Art Gallery,Dyker Heights,40.62532864904396,-74.01581943213544
125,BK30,Tar Beach Rooftop,Beach,Dyker Heights,40.62310105,-74.02475073
126,BK30,Brooklyn Art,Art Gallery,Dyker Heights,40.62932139718671,-74.01215844920488
127,BK30,Regina Opera,Opera House,Dyker Heights,40.626984702851686,-74.00373447924315
128,BK30,ILLEGAL_GALLERY,Art Gallery,Dyker Heights,40.62760543823242,-74.01592254638672
129,BK30,Ally's Beer Garden,Beach,Dyker Heights,40.63099670410156,-74.00732421875
130,BK30,Designers gallery,Art Gallery,Dyker Heights,40.624647088276596,-74.01859094463651
131,BK30,DBlock,Historic Site,Dyker Heights,40.621484,-74.016247
132,BK31,Bridge to the Ridge,Bridge,Bay Ridge,40.62625118288244,-74.01728265803474
133,BK31,84th St. Pedestrian Bridge,Bridge,Bay Ridge,40.621093722200655,-74.02228875987991
134,BK31,77th St & 4th Ave. Brooklyn,Monument / Landmark,Bay Ridge,40.63319069078786,-74.02367481531402
135,BK31,just walkin the  streets  of  bay  ridge,Bridge,Bay Ridge,40.632518531279935,-74.03030774300008
136,BK31,415 Studio,Indie Theater,Bay Ridge,40.61760434538921,-74.03645848681413
137,BK31,Stand4 Gallery,Art Gallery,Bay Ridge,40.628162,-74.02541
138,BK31,5th Ave SAW (Storefront Art Walk),Art Gallery,Bay Ridge,40.62312723770236,-74.03115692467945
139,BK31,Polizzi Fine Art,Art Gallery,Bay Ridge,40.62751182478702,-74.02636588387604
140,BK31,Jenna's Probe,Historic Site,Bay Ridge,40.617104,-74.028553
141,BK31,Mantello,Art Gallery,Bay Ridge,40.618928,-74.033144
142,BK31,Joanna Dee World Headquarters,Art Gallery,Bay Ridge,40.626706,-74.027882
143,BK31,Gallery 364,Art Gallery,Bay Ridge,40.631784476833275,-74.02442648221118
144,BK31,The Roof,Beach,Bay Ridge,40.619486,-74.027593
145,BK31,Mary Ann's Roof Top Garden and Smoke Emporium,Historic Site,Bay Ridge,40.61928714511931,-74.0362461976626
146,BK31,Tar Beach Rooftop,Beach,Bay Ridge,40.62310105,-74.02475073
147,BK31,Yellow Hook Beach,Beach,Bay Ridge,40.624411,-74.041761
148,BK31,the painted pot,Art Gallery,Bay Ridge,40.62753263307759,-74.02958478804585
149,BK31,Christina Marotto Photography,Art Gallery,Bay Ridge,40.62810590355658,-74.03393626213074
150,BK31,Designers gallery,Art Gallery,Bay Ridge,40.624647088276596,-74.01859094463651
151,BK31,Brooklyn Made Tattoo,Art Gallery,Bay Ridge,40.6184922515706,-74.0324848392613
152,BK31,Bay Ridge Art Space,Art Gallery,Bay Ridge,40.631885619423706,-74.0228944557058
153,BK31,Richard Perry Theater,Performing Arts Venue,Bay Ridge,40.61925977991897,-74.03622898501831
154,BK32,Art Studio B4 | Noah X Arts | Symbolic Realism,Art Gallery,Sunset Park West,40.6431659527964,-74.0257432176218
155,BK32,NARS Foundation,Art Gallery,Sunset Park West,40.651287115716634,-74.01424377828761
156,BK32,Target Margin Theater,Theater,Sunset Park West,40.647368,-74.01705
157,BK32,Hot Sound Studios,Performing Arts Venue,Sunset Park West,40.65290711526642,-74.00934093652221
158,BK32,Tablarasa Gallery,Art Gallery,Sunset Park West,40.64953470119273,-74.0150103494713
159,BK32,Chashama,Art Gallery,Sunset Park West,40.64327894800662,-74.02557750715647
160,BK32,Boccara Art,Art Gallery,Sunset Park West,40.661873,-73.99888
161,BK32,Christmas In America,Art Gallery,Sunset Park West,40.65664,-74.008416
162,BK32,industrial city bush terminal,Historic Site,Sunset Park West,40.655544356415184,-74.0059323218926
163,BK32,210 Art Gallery,Art Gallery,Sunset Park West,40.661843920311874,-73.99830001845591
164,BK32,Studio360,Art Gallery,Sunset Park West,40.652888,-74.006995
165,BK32,Trestle Gallery,Art Gallery,Sunset Park West,40.658792,-74.003306
166,BK32,Hygge Haus,Public Art,Sunset Park West,40.656158,-74.008229
167,BK32,SPark Workshop,Art Gallery,Sunset Park West,40.65801652177073,-74.00731779620003
168,BK32,La Studio,Art Gallery,Sunset Park West,40.653544,-74.011639
169,BK32,Yung TV Studio,Art Gallery,Sunset Park West,40.647124,-74.011729
170,BK32,Sunset Studio 57,Art Gallery,Sunset Park West,40.64345555385401,-74.01794827865437
171,BK32,Frame It,Art Gallery,Sunset Park West,40.66122793971227,-74.00005536040202
172,BK32,Purimshpil,Indie Theater,Sunset Park West,40.65644,-74.008041
173,BK32,The Dreshowitz Center - Artists 4 Israel,Art Gallery,Sunset Park West,40.65668,-74.00846
174,BK32,melodic artigies,Art Gallery,Sunset Park West,40.639784,-74.018318
175,BK32,Maimonides Childrens Art Exhibit,Art Gallery,Sunset Park West,40.6413607,-74.00299469999999
176,BK32,Datuna Art Studios,Art Gallery,Sunset Park West,40.657015,-74.006368
177,BK32,Regina Opera Company,Opera House,Sunset Park West,40.63863311596713,-74.01396025834947
178,BK32,at psamp HQ,Beach,Sunset Park West,40.64694103169121,-73.9957520238765
179,BK32,Red Lion Inn,Historic Site,Sunset Park West,40.65438527402011,-74.00367021560669
180,BK32,J&M Studios,Art Gallery,Sunset Park West,40.65609,-74.007452
181,BK32,Owl Motion Picture Co.,Historic Site,Sunset Park West,40.641800472432834,-74.01233911514282
182,BK32,4Deuce,Historic Site,Sunset Park West,40.64515819199302,-73.99591270922019
183,BK32,Manhatton Water,Surf Spot,Sunset Park West,40.66025301133332,-74.01596862430914
184,BK32,Viajero Studios,Art Gallery,Sunset Park West,40.65573041017908,-74.0083768900612
185,BK32,Diapason gallery,Art Gallery,Sunset Park West,40.65737427513295,-74.00428537689935
186,BK32,This Gallery,Art Gallery,Sunset Park West,40.649322509765625,-73.99890899658203
187,BK32,La Studio - Yana Ushakova,Art Gallery,Sunset Park West,40.653539,-74.011704
188,BK32,Ready Set Creat NARS Foundation Studios,Art Gallery,Sunset Park West,40.65552286390857,-74.0066496279977
189,BK32,APT Studio,Art Gallery,Sunset Park West,40.657549342540904,-74.00696524183184
190,BK32,Pyramid Scheme,Art Gallery,Sunset Park West,40.66021096087961,-73.99770319393534
191,BK33,Pioneer Works,Event Space,Carroll Gardens-Columbia Street-Red Hook,40.67929043465977,-74.01211154406604
192,BK33,Landmark on Strong Place,Monument / Landmark,Carroll Gardens-Columbia Street-Red Hook,40.68494794677201,-73.9983275262069
193,BK33,the trench,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.681905207768544,-74.00242035238995
194,BK33,Hamilton Avenue Bridge,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.670732959466044,-73.99833445058306
195,BK33,Red Hook Labs,Art Gallery,Carroll Gardens-Columbia Street-Red Hook,40.6799826503711,-74.01061085570929
196,BK33,Carroll Street Bridge,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.679201445880345,-73.99038406242855
197,BK33,Brooklyn Waterfront Artists Coalition,Art Gallery,Carroll Gardens-Columbia Street-Red Hook,40.67373916595708,-74.01709229433101
198,BK33,Christie's Fine Art Storage Services,Art Gallery,Carroll Gardens-Columbia Street-Red Hook,40.682652619773904,-74.0083768900612
199,BK33,Fort Wadsworth Beach,Beach,Carroll Gardens-Columbia Street-Red Hook,40.669643977336804,-73.99747364554779
200,BK33,Gowanus Expressway Bridge,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.671616333431736,-73.99849086999893
201,BK33,The Green Building,Event Space,Carroll Gardens-Columbia Street-Red Hook,40.67983382258071,-73.98951456910291
202,BK33,Ninth Street Bridge,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.67429701712156,-73.99673908885973
203,BK33,Third Street Bridge,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.67604901505223,-73.99017333984375
204,BK33,King Killer Studios,Performing Arts Venue,Carroll Gardens-Columbia Street-Red Hook,40.67275337123803,-73.99303288583457
205,BK33,Jalopy Theatre and School of Music,Concert Hall,Carroll Gardens-Columbia Street-Red Hook,40.68144088344707,-74.00451087565632
206,BK33,Clayworks on Columbia,Art Gallery,Carroll Gardens-Columbia Street-Red Hook,40.68537033385121,-74.0023528138584
207,BK33,Footbridge over The BQE,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.682058038143595,-74.002446119634
208,BK33,Kentler International Drawing Space,Art Gallery,Carroll Gardens-Columbia Street-Red Hook,40.67706650982564,-74.01317301013569
209,BK33,9th Street Drawbridge,Bridge,Carroll Gardens-Columbia Street-Red Hook,40.672765057804035,-73.99456983470704
210,BK33,Dustin Yellin Studio,Art Gallery,Carroll Gardens-Columbia Street-Red Hook,40.67910605495531,-74.01158462106936
211,BK33,82 point 5,Performing Arts Venue,Carroll Gardens-Columbia Street-Red Hook,40.68306350708008,-73.9918212890625
212,BK33,Company XIV,Indie Theater,Carroll Gardens-Columbia Street-Red Hook,40.68038665500223,-73.98941632300053
213,BK33,Kane Street at Strong Place,Public Art,Carroll Gardens-Columbia Street-Red Hook,40.68533626296866,-73.99662473920627
214,BK33,Sweet Lorraine Gallery at Screwball Studios,Art Gallery,Carroll Gardens-Columbia Street-Red Hook,40.67308714572936,-74.00176048278809
215,BK34,Yung TV Studio,Art Gallery,Sunset Park East,40.647124,-74.011729
216,BK34,O.L.A Auditorium,Theater,Sunset Park East,40.634710264066264,-74.00313193311604
217,BK34,Maimonides Childrens Art Exhibit,Art Gallery,Sunset Park East,40.6413607,-74.00299469999999
218,BK34,Regina Opera Company,Opera House,Sunset Park East,40.63863311596713,-74.01396025834947
219,BK34,at psamp HQ,Beach,Sunset Park East,40.64694103169121,-73.9957520238765
220,BK34,Owl Motion Picture Co.,Historic Site,Sunset Park East,40.641800472432834,-74.01233911514282
221,BK34,4Deuce,Historic Site,Sunset Park East,40.64515819199302,-73.99591270922019
222,BK34,This Gallery,Art Gallery,Sunset Park East,40.649322509765625,-73.99890899658203
223,BK34,Sunset House of Art,Art Gallery,Sunset Park East,40.644273662744304,-73.9974582195282
224,BK34,Photo Video Image Core,Art Gallery,Sunset Park East,40.644421,-74.002594
225,BK34,John Cage's Waltz 8.2,Public Art,Sunset Park East,40.645594071285366,-74.00809049606323
226,BK34,american Legion Post #1357,Historic Site,Sunset Park East,40.64152145385742,-74.00286865234375
227,BK34,Fisher Gallary,Art Gallery,Sunset Park East,40.636889,-73.995836
228,BK35,Do The Right Thing Crossing,Historic Site,Stuyvesant Heights,40.689198821264846,-73.93324205870155
229,BK35,Robert Fulton Statue,Monument / Landmark,Stuyvesant Heights,40.679741,-73.932884
230,BK35,Otion Front,Art Gallery,Stuyvesant Heights,40.69743575916601,-73.93089879551977
231,BK35,Secret Project Robot,Art Gallery,Stuyvesant Heights,40.6925344908482,-73.92748980350207
232,BK35,Famous Faces Mural,Public Art,Stuyvesant Heights,40.68983136810161,-73.94223690032959
233,BK35,The Living Gallery,Art Gallery,Stuyvesant Heights,40.69422137322041,-73.9307042082068
234,BK35,Wayfarers,Art Gallery,Stuyvesant Heights,40.693938133105505,-73.93091027690946
235,BK35,The Shed,Performing Arts Venue,Stuyvesant Heights,40.68593,-73.928024
236,BK35,Dodworth Street Murals,Street Art,Stuyvesant Heights,40.69448540313022,-73.929860103368
237,BK35,Welancora Art Gallery,Art Gallery,Stuyvesant Heights,40.684181,-73.941549
238,BK35,JMZ Walls,Street Art,Stuyvesant Heights,40.696677,-73.934901
239,BK35,The Brooklyn Bank,Art Gallery,Stuyvesant Heights,40.692515,-73.94008
240,BK35,Mother Sisters House,Historic Site,Stuyvesant Heights,40.689323,-73.93309
241,BK35,House of Art Gallery,Art Gallery,Stuyvesant Heights,40.68279384226993,-73.93497177584956
242,BK35,Sweet Flow Factory,Performing Arts Venue,Stuyvesant Heights,40.692609,-73.932675
243,BK35,Stream Gallery,Art Gallery,Stuyvesant Heights,40.69750284327421,-73.93107675698353
244,BK35,80 Grove,Art Gallery,Stuyvesant Heights,40.69239044189453,-73.92140197753906
245,BK35,Fort Useless,Music Venue,Stuyvesant Heights,40.69722829231097,-73.93290062108107
246,BK35,Window Studio,Art Gallery,Stuyvesant Heights,40.68497,-73.93862
247,BK35,The Chimney NYC,Art Gallery,Stuyvesant Heights,40.69214,-73.934509
248,BK35,Cornelius Vanderbilt Birthplace & Museum,Historic Site,Stuyvesant Heights,40.69172934856863,-73.93734398197697
249,BK35,The Zodiac Palace,Historic Site,Stuyvesant Heights,40.682909211565146,-73.93802860765764
250,BK35,Elijah Wheat Showroom,Art Gallery,Stuyvesant Heights,40.697417,-73.931215
251,BK35,Fulton Park Art Fair,Art Gallery,Stuyvesant Heights,40.67976684789029,-73.93213304102109
252,BK35,Afro Art Designs,Art Gallery,Stuyvesant Heights,40.683901,-73.933501
253,BK35,Hass House,Art Gallery,Stuyvesant Heights,40.68901865852646,-73.93553148106791
254,BK35,Cat Calling Mural,Street Art,Stuyvesant Heights,40.69678,-73.936424
255,BK35,Wayne Clarke's Place,Art Gallery,Stuyvesant Heights,40.68483701458711,-73.9383500744899
256,BK35,Dia:Macon,Art Museum,Stuyvesant Heights,40.684179349720075,-73.92538765006168
257,BK35,Greene Street Studio,Art Gallery,Stuyvesant Heights,40.691787,-73.924737
258,BK35,Cock barn,Performing Arts Venue,Stuyvesant Heights,40.695922,-73.925397
259,BK35,House Of Art Gallery,Art Gallery,Stuyvesant Heights,40.682891449469004,-73.93804865260925
260,BK35,Kustom Journey,Art Gallery,Stuyvesant Heights,40.68535422857026,-73.9203471113501
261,BK35,New York Photo Design,Art Gallery,Stuyvesant Heights,40.69459,-73.930239
262,BK35,Euridice Gallery,Art Gallery,Stuyvesant Heights,40.688282,-73.938231
263,BK35,ブルックルリーン彗星,Art Gallery,Stuyvesant Heights,40.690736,-73.940693
264,BK35,Weecreatebk,Art Gallery,Stuyvesant Heights,40.682427331398564,-73.93131392784056
265,BK35,John Cage's Waltz 18.3,Public Art,Stuyvesant Heights,40.692784358685174,-73.92116546630858
266,BK35,The $moke$hack,Art Gallery,Stuyvesant Heights,40.69522068075856,-73.93084555864334
267,BK35,Good Work Gallery,Art Gallery,Stuyvesant Heights,40.69425000440887,-73.93041657653953
268,BK35,1315 Studios,Performing Arts Venue,Stuyvesant Heights,40.694578154016824,-73.92971046801338
269,BK35,Art House Monique,Art Gallery,Stuyvesant Heights,40.68301377160971,-73.93991947174072
270,BK35,Beachwick,Performing Arts Venue,Stuyvesant Heights,40.69535802797959,-73.93304580357288
271,BK37,Prospect Park Bandshell / Celebrate Brooklyn!,Performing Arts Venue,Park Slope-Gowanus,40.663317351657845,-73.97610702728481
272,BK37,Gemini & Scorpio Loft (G&S Loft),Event Space,Park Slope-Gowanus,40.68085725412804,-73.98509148819358
273,BK37,littlefield,Performing Arts Venue,Park Slope-Gowanus,40.6785025685173,-73.98336404692512
